,tweet,label
123,India ke sabse lokpriy pm modi ji mai aapse request kartahu pm banne ke baad aap mp ke satna nahi aaye please aap jab bhi mp aaye satna aagman ko acsept kar lijiye. Thanku,neutral
3260,alwys wth u,posiitve
2823,Ab 4 40 ho gaye hain.....,posiitve
568,sarukh or amir khan bhi apke samne fel; he,posiitve
1935,8 mints ...... lub u bhai jaan....... :*,neutral
3113,To kya chayiye apko,neutral
2523,bhai plz aa jao,neutral
2717,bhai aa jao nahi to katrina ko bol dunga;-) ;-) ;-) ;-) ;-),neutral
342,Chaye bechate bechate desh mat bej Dena,negative
2851,bhai kch hi cmnt me 50000 ko paar kr jyga ab tu hello hye bye bol do zzzzzzzzz,neutral
302,Tan aur Mann desh Kay liye pranam modi ji .,posiitve
1568,Bhai 3:30 to kab ke ho gye....aap kha ho pls syd aapka ye mgs aana bhagwan b chahte hai ki aap ek bar meri help karo...pls bhai pls I need ur help pls talk to u pls,neutral
1253,"Love u mere swttuuuu... Muuaah muaah muah .. Tum ho toh me hoo... Ek pal milneki chahat se umid banih, aur umid se jindahoo me... Tere lye bas tu hi tu hai...",posiitve
887,"Khan bole tho salman khan, dil tadap ra bhaijaan ke liye",posiitve
1222,Nic salman bai,posiitve
30,Jai sri ram nama namo,neutral
876,bhaio ye khabar afwah he Muslims ko challenge karne wale,neutral
1754,dear friend....... ek kaam karte hain ........ 4 baje hi baat karte hain,neutral
2757,Sub ka bhai salman bhai,posiitve
281,"Nari samman Desh ka samman,Nariki unnati Desh ki unnat",posiitve
3316,Bhai me samjha samjha ke thak gya tha logo ko,neutral
230,BJP VIJAY hooooooooooooo,posiitve
2734,waah todi or request krke dekho tb bhi nhi dekhai dege salman bhai,neutral
3595,300crore aram se kama legi,posiitve
2275,Bhai apni har ek film mai atif ka 1 toh gana jaroor daaalna,neutral
2338,are kya hua bologe bhi kha ho,neutral
2909,Aby yr kdr gum o gy ho rply tou kr do,posiitve
1298,mamu aap mera agar msg recevie kar to ple haan ya na mamu ple good morning.,neutral
3,Wah! Jitni sundar geet ke bhao hain utnihi sundar aur sureeli aawaz hai .,posiitve
1952,Bhai 4 bje page par hi bt kroge inbox me bt krni hai mjhe to bt bht personal hai,neutral
2311,Bolo sub hahahaa,neutral
3579,i love u vaii.khuda hamesha apki saath rahegi vaii,posiitve
3247,Asalam u alekom salman bhai.,neutral
236,Devlope sirf sahro me hota hai gawo me nahi.,negative
1434,mujhe nhi pta aap fb par hai ya nhi fake id bhi ho sakti hai lekin aap bhaijaan hai or martay dum tak mere bhaijaan he rahenge kyunki mein aapse behad pyar karta hu.,posiitve
2086,4 baj gae jhute,neutral
1034,Abey pakistaan ja kutte teri to hindi bhi sahi ni hai,negative
2401,"kaya huya, kaha hai app,hum logo ko murga to nehe banareha hai?",neutral
635,Masti he mohl me chahi khumari he saarey thak ke beth gye per apni party jaari he @@FEELING HAPPY WITH THE SALMAAN@@ COMING SOON BAJRANGI BHAIJAN ON THIS @EID@@,posiitve
3288,Hum log Jarur dekhenge aapka movie..,posiitve
2975,Salman sir aap fir kb online rahoge plz bta do na... Wrna mai puri raat jgi rhungi or apka wait krungi. Plz bhaieya 1 reply.....,neutral
1387,Sale kafir salam mat kar ... namaste kar,negative
1289,Sj Soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku,negative
1532,Agr ap aur thodi der mein nhi aye toh sab pagal ho jye ge jaldi ayu....,neutral
1231,sir im upset becaz apki film pakistan mai eid ke ek week bd release ho gi sir ramzan mai sirf allah miyan se apki kushi mangi hai hamari dua qubol ho jaye ap hamesha kamiyab hun.im samaira from pakistan i always woh aye ni and support u.,posiitve
439,apun aap ka bahut bada se bada fen h,posiitve
890,Pak mei KB hogi party with salman:(,neutral
2415,dhoka de diya bhaijaan....,neutral
1031,Ashu Singh tumhari baat hamai samag nahi arahi,neutral
465,salman sir aap kaise ho plz reply b de diya karo,neutral
3718,Jabrdsth bhai jaan..,posiitve
2965,bhai jaan aaye kya,posiitve
3560,Supar hit bahi,posiitve
1547,3:31 ho gye g,neutral
2299,Bhai kaise ho?,neutral
3437,Hy tamanna i wnt 2 frndship wth u,neutral
2748,bye bye bye,neutral
970,Ap sache wale being human ho bus apki yahi bt sabse Alag h...ap Surat se kuch Jada smart nhi PR dil se ess pure Bollywood m sundar ho....saf pakk dil h apke pass Jo etni dou,posiitve
1541,dream 4 me bajrangi bhaijaan,neutral
203,"agr is desh me badlaw lane hai to sampark kre 9451551081, pe mere pass sujhaw aur tarika dono hai teachero ka vetan bhar bdhate jao jo sote hai collego me soche fir comment kre",neutral
2262,kaise krenge yrr// twitter pr ya fb pr sum! tell me,neutral
811,Helo salman bhai jaan.,posiitve
640,Hiiii.... Bhaijaan kaiae hai aap...aap ki pic bahut achhi lag rahi hai,posiitve
1669,sabki aan sabki shaan ek humra bhayi jaan salman khan . Best of luck for film salu,posiitve
49,Modi ji hi aise ekmatra person hai jinme desh ko age Le Jane ki sakti aur jajba hai,posiitve
3127,Bajrangi bhaijaan 2 day 100 cror club me pohch jayegi,posiitve
487,Abe tu ye sab kisse bat kar rhi hai yar,neutral
1511,Dekhe kise reply karta hai Mr dabang,neutral
2878,Sir aap indore aoge kya promotion ke liye.,posiitve
2964,meko lag rha hai ye salman kbhi reply nhi degi,posiitve
950,Chor hai madarchod salman,negative
323,sir desh wasiyo ke liye kuch karne ka irada h ya phir is air india me hi gumte rahoge,negative
2450,Bhaijan mere bhabi ko or kitne bakhath samalkhe rakhogeJara mujhe bhi dekhna hay... :),neutral
3030,intzaar mat karao aa b jao ya fir bol do ki kal baat karenge,posiitve
3765,feeling sooo excited fr tommorow .. :) #Bhaijaan <3,posiitve
2777,Chal jhuta....answer ek qustion ka b nhi diya,negative
645,Looking katilana andaaz,posiitve
2128,kya bhaijaan frank kar rahe ho jaldi aao,neutral
1476,time mile to 1 rply de do dil ko bahot sukun milega,neutral
3152,lo aa gya mai...salman ka fan...swagat nhi kroge hamara?,neutral
3284,bhai media me aake bayan do .....sale kon hai rumor urane wala.....,negative
2462,aslaam o elekum bhai iam from pakistan kia ap bajrangi bhai jan k liye pakistan ana pasand krengy,neutral
2831,Kafir wala name hi mila tha ap ko,posiitve
2078,Kidar ho bhai,neutral
2954,Ekdum Zakaaas hai sab..,posiitve
858,Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........,neutral
353,mujhe apna bussnies start Karen keep lite 5 lakes ki jarurat hai,neutral
130,Bharat mata ki jai,posiitve
647,Salman khan ke pe sari duniya marti h ehi 1,posiitve
2704,Assalam walaikum bhaijaan kaha ho aap,posiitve
2929,Salman bhai kaha ho ap,neutral
3448,bhai utha lo isko,neutral
620,mai salman ka frnd,posiitve
3805,sallu bhai apka fan bangladesh me plz cal +8801719447771 met u all news share me all time plz cal sallu bhai jai ho,posiitve
1325,Only one hero jo sab ke dil me rahate h wo h salman bhai bajrangi bhaijaan unko dekh kar hi sabki dharkan chalne lagti h i love salman bhai,posiitve
1650,Aa to jao id wale din hi dekh lennge ki iss baar bhi record tutna hai pehele wali movies se haha....... Being salman khan? 1000 crores,posiitve
2036,1 min bhaai,neutral
524,Sale tum hrami ho moslim nahi tum saytan ho,negative
90,app desh ka dadkhan jaihind,posiitve
3341,salman kya hai aam insan hai hamari tarha jo help manga hai allah se mango,neutral
3273,love uu salluuu,posiitve
515,Lv u bhai I cnt wait fst dy fst shw bhaiiiiiii,posiitve
2749,Khi BAJRANGI BHAIJAAN KIDNAPDED toh nhi gye! Ab toh12july ko hi pta chalega.,neutral
1557,Salman bhai..... Ki haal chal,neutral
322,I trust you so very nice improvement kabhi humne apne pm se nahi bola tha pehli baar hamari baat jaan pa rahi hai mujhe asahi pm hindustan ki zameen pe chahiye tha,posiitve
1703,yaha sab mental hai.. ok lage raho yaro,neutral
944,Tume ka firAlha se daro salman idar maza lelo akhirat me bahut tadpa tadpa ke marega,negative
539,Salman sir. Me apse milna chahta hu plz mujhe apointment dijiye me realy aapse milna chahta hu plz,neutral
965,sallu is bst,posiitve
3167,oye fake id #salman_khan tera to public #acount hai ... real hai to #page se reply mar,negative
2490,Bhai aap mazak a6a kr lete hai.....Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?lov u Bhai.....,neutral
3762,neeraj kutte.kya majato aayega majato aayenga sale kutte,negative
1417,Aj ki party ...bhabi ki taraf se sallu bhai ...??,neutral
1666,Salman Bhai ye film bhi super hit hogi aap be fikar ho jao,posiitve
1817,jaldi aao na yr salluuuuuuu hum log apka kabse wai wait kr rahe h,neutral
2702,Chutiya bna rahey ho kya bhai..:p boley to lucky draw nikal k baat karogey kya!,negative
1864,Bhai aap kha baat krogge,neutral
2915,Kya baat kya baat kya baat.....!!!!,neutral
2942,Fake coment hai koi nahi ane wala 4baje kisi ko reply nahi mila jhot.,neutral
3019,"Hlw,bajrangi bhaijaan",neutral
511,Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha,posiitve
3276,I m frm Pakistan apki bht bht bht badi fan houn.,neutral
1542,4 pm ko salman bat krenge,neutral
3539,sala kuti ki olad,negative
2502,i lv u urmy fav star koi nai ap sa proud of u i lv u,posiitve
2784,Bhai itne comment kiye bus ek pe reply kar do plz plz plz,neutral
3110,Neeta tum ek kaam karo salman se shadi karlo,neutral
2979,Sir ? Aap kabhi promotion ke liye odisha ayiye plz,posiitve
744,as salamolay kum vai jan,posiitve
51,modi ji aage chalo haem aapki jarurat hai,posiitve
1775,Tm ho koun? Asaduddin owaisi sahab ne tmhri aukat dikha di.. abhi b tmko samjh nhi aaya,negative
3398,eid ki part meri traf sye bhaijaan,neutral
1785,aap ye btaie ki aap lucknow kyu nhi ate hai,neutral
2632,Aa bhi jaa sanam â€¦â€¦â€¦ U na kr sitm â€¦â€¦â€¦â€¦ love u salmaan â€¦â€¦â€¦â€¦â€¦plzzz jldi aa jaaao â€¦â€¦â€¦â€¦ :*,posiitve
3851,suna ha ap sub comments parhtay hain :* <3,neutral
320,Sir g hum pad likh kar be barujgar ghum rhaye hain .....hun etni mahnat kar kye pade or etna padne k babjud be koi kaam nhi mil rha sab paise kye piche hain sir g ....plz hlp me sir g,negative
3855,Madarchod supar dupar flop ho gae teri movieâ€¦BUHUBALI ROCXxx :),negative
3013,Love u salman kbse wati kar rahe h.,posiitve
3727,Wah maja aa gaya.,posiitve
1629,Adab adab arz hy bhai.,posiitve
2064,Bhai jaldi ao,neutral
3378,sir inshaalllah may ap sy ek bar milon ga.sir ap sy galay mil jao ga.n,neutral
2603,so gaye kya,neutral
1467,aise neak kam karne se shayad hi unke dilo mai hamare desh ke liye pyaar bade,neutral
1314,Ek kaam karo baam laga k maalish karo fir ek kapada lo us mai akhe nanamk rakh kar tave p halkaa garam kark back par seikh do inshallah back pain thick hojaeyga,neutral
348,Aap ki tarah hi kisaan b hard work kar raha h lekin bachche plane m dikkat ho rahi h kisaano ko.,negative
2901,Pehle main milna chahti hu,neutral
2152,sr ji 2 mnt xtra lay li....ab itne dr apko jyada baat krni.pdegi :*,neutral
2212,4:02 IST where r u??? mein yaha tu wahaa...zindegi hai kaha??,neutral
2503,sir wanted ki sequel kab aa rahi sir tere naam ke baad wanted ke baad dabang ab bajrangi bhaijaan,neutral
3193,Kucch b kaho...salman bhai kaa sabse nada fan iss puray shrishti mein afar koi hai...tyo o hai...mera bhaiSachin Pujari.....jab tak salman bhai zindagi mein ek baar agar inse naa mile...tyo zindagi mein mein kissise kya mile...,posiitve
3432,Shadi nhi hogi yaar aur kya,neutral
1996,bhai jaan kidhar ho aap,neutral
1679,Salman bhaijaan. .Mere bade bhai..mujhe aapse Accha Koi nhi lagta. ..m Aapko apna bada bhai maanta hu...,posiitve
1803,Bhai pe plz koi rong cmnt na kare,neutral
3852,Mubarak bhai aap ki film 1000 crore kama rahi hai aj ki party aap ki taraf se,posiitve
74,Wah modi sab,posiitve
166,Modi ji sorry bidesoon main mat ghoomo apne naitaoo saansdon ko pakdo belagaam hote ja tahe hain gareeboun ki socho 1 2 Rs ki policiyon se kuch nahi hoga moti aasamiyoun se paisa nikalo gareboun se nahi,negative
3876,sir aap dil jeet liya kya movie ti,posiitve
2958,Bhai sallu tumhari pic hogi bindassIs baat pe hai mujhe pura vishvaas..Bas mujhse baat kr loo,posiitve
529,Thik h bahi jaan ham ko bhul gye naa,negative
810,ALLAH aap ko har taraf se kameyabi de,posiitve
45,Hum Bihar ka to jeet gaye aur UP ka election jeeta dena.Abhi to hum 12seaton se jeete hai hume aur humen 65seaton se jeeta dena.,neutral
3699,bhai bajrangi bhaijaan pendant mila mujhe...Aaj ki party meri taraf se song launching par in JW Marriott Hotel me... thnx bhai,posiitve
491,Main Hindu hu Bhai bajrang Bali bhi Hindu god hai gau mata ki Bali dete ho sir aur bajrangi banate ho,posiitve
1282,eid mubarak lakin es br eddi bhi chaiyea,neutral
3633,i m ur big fan.kash ek bar apko dkh pati.aur mai zarur augi ek din,posiitve
1250,tera film se br nhi chalne wala h bajrangi,negative
3864,Kas ma aipka khas friend rahta our aipka karib rahata.kas ma kis.kis ma aip ka kareb hota.mubark ho.aipko roja.,posiitve
1667,Isbar tmhari le li jyegi preshaan na ho,negative
3376,bhai aap tension mtlo humlog aap pr bht trust krte hai yeh films sab ki 300 crs kmayegi ...,posiitve
2023,Sir jodhpur se hu bs wait kruga apka airport pe fir se milna kuch dena bhi j,neutral
485,mai suchii boliii sab hall mai bhai bhai wah bhaiii hi bolte hai haste hai josh mai aate hai bhut maja aata hai,posiitve
2043,bajrangi bhaijaan 1st day 1st show jaumga main,posiitve
3173,Ya allah salman agar nahi ana tha to pehle bola kyu thaa,negative
3455,Hmto chdnge nai bhai ki movie 1st day 1st show,neutral
2755,ek fake salman n cmnt kiya mujhe laga ap ho bhai,negative
1725,Bhai esa mat karo,neutral
702,Sale ne muslmano ko chalenge kiya ki tumhare bina hit karunga,negative
1507,Salam ap is page py hee rho salman khan jb online hoga to reply dega.,neutral
319,aabay india k sowar. cow ka peshab penay walay . pakistan aja. tujhe karachi ka peshab khane ly jaounga. roz 3 liter pelaounga. or khane hai tujhe cow ka gobar bhe khelaounga. maa ke choot tere or teray bhen l loray BAGWAN ki,negative
1331,yeh dua hai meri ke aap hamesa khus rhe,posiitve
1263,Kuc nahi parthe hai bhai salam ka zabab bi nahi date hai,neutral
3501,"Salman sir evry1 says m ur die heart fan, ,bt m ur huge huge huge huge huge huge crazy crazy die heart fan of urs",posiitve
1000,Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h,negative
3666,abhe yeh really salman ki id h kya,neutral
3709,superstar salman bhai,posiitve
1601,Aapko itni cmnts aayegi.. Aap toh reply b ni kroge..,neutral
2766,Bahut log hai jo aapse baat karna chahte hai..plzzzzzz dn't brk thr hearts sir plzzzz,neutral
598,salam vai jan,neutral
2270,Aa jao bhai,neutral
2360,kaha ho...ji salman ab to kuch bolo na,neutral
1959,hum apni new movie bajrangi bhaijaan ki dil se dou krte hai ki vo is sal ki kuvh shandar movies me samil ho bhaijaan,neutral
433,Salman bhai 1 mulaqat zaroori Hai apse milnii kii lv u bro..,posiitve
167,Good deed modi bhai ji......hme hmara desh fir se golden sparrow bnana h....wo spna sch hoga...jiske liye god n apko select kiya h...thnku god...4 modi ji,posiitve
3536,salman khan aapne kya kaha h,neutral
37,Baccho k Dilon dimag ko satya k raste pe lane k liya Is geet ko schoolo me vandana k rup me anivarya karna chaheye .,posiitve
3318,I blv u... Kp shining ma luv.. TZ luvs u.. :) :*,posiitve
3307,V nice commet salu bhai,posiitve
